codigo;nomeseg;pessoacodigo;anoseq
3;Cliente Maior Potencial;1683;2023
1;Cliente de Maior Valor;194415;2023
2;Super Cliente;82258;2023
2;Super Cliente;101348;2023
2;Super Cliente;116679;2023
2;Super Cliente;2669;2023
3;Cliente Maior Potencial;11430;2023
1;Cliente de Maior Valor;25031;2023
1;Cliente de Maior Valor;158833;2023
1;Cliente de Maior Valor;21590;2023
1;Cliente de Maior Valor;34488;2023
2;Super Cliente;156656;2023
1;Cliente de Maior Valor;3269;2023
2;Super Cliente;127405;2023
1;Cliente de Maior Valor;79997;2023
5;Cliente Grande Transacional;106561;2023
5;Cliente Grande Transacional;46683;2023
5;Cliente Grande Transacional;42832;2023
1;Cliente de Maior Valor;13394;2023
3;Cliente Maior Potencial;25306;2023
1;Cliente de Maior Valor;63098;2023
1;Cliente de Maior Valor;43184;2023
5;Cliente Grande Transacional;26309;2023
1;Cliente de Maior Valor;35951;2023
1;Cliente de Maior Valor;81403;2023
2;Super Cliente;184329;2023
2;Super Cliente;77396;2023
1;Cliente de Maior Valor;112165;2023
2;Super Cliente;106329;2023
1;Cliente de Maior Valor;186480;2023
1;Cliente de Maior Valor;118897;2023
1;Cliente de Maior Valor;189094;2023
2;Super Cliente;96493;2023
1;Cliente de Maior Valor;109431;2023
1;Cliente de Maior Valor;91218;2023
1;Cliente de Maior Valor;136404;2023
1;Cliente de Maior Valor;18668;2023
2;Super Cliente;87325;2023
2;Super Cliente;184071;2023
1;Cliente de Maior Valor;40686;2023
2;Super Cliente;87960;2023
5;Cliente Grande Transacional;88699;2023
5;Cliente Grande Transacional;180837;2023
1;Cliente de Maior Valor;115283;2023
2;Super Cliente;201626;2023
1;Cliente de Maior Valor;66096;2023
1;Cliente de Maior Valor;145263;2023
1;Cliente de Maior Valor;198326;2023
1;Cliente de Maior Valor;8385;2023
5;Cliente Grande Transacional;93898;2023
1;Cliente de Maior Valor;193505;2023
1;Cliente de Maior Valor;2218;2023
1;Cliente de Maior Valor;38441;2023
2;Super Cliente;203146;2023
4;Cliente Baixo Potencial;68990;2023
1;Cliente de Maior Valor;134663;2023
5;Cliente Grande Transacional;91857;2023
4;Cliente Baixo Potencial;188127;2023
3;Cliente Maior Potencial;32459;2023
1;Cliente de Maior Valor;93498;2023
5;Cliente Grande Transacional;172318;2023
1;Cliente de Maior Valor;205853;2023
5;Cliente Grande Transacional;151453;2023
5;Cliente Grande Transacional;150430;2023
5;Cliente Grande Transacional;161673;2023
2;Super Cliente;153722;2023
2;Super Cliente;201744;2023
4;Cliente Baixo Potencial;26184;2023
1;Cliente de Maior Valor;63988;2023
2;Super Cliente;116220;2023
5;Cliente Grande Transacional;13648;2023
3;Cliente Maior Potencial;196535;2023
2;Super Cliente;33543;2023
5;Cliente Grande Transacional;49715;2023
5;Cliente Grande Transacional;95350;2023
1;Cliente de Maior Valor;55437;2023
2;Super Cliente;45253;2023
1;Cliente de Maior Valor;87692;2023
1;Cliente de Maior Valor;77711;2023
2;Super Cliente;106375;2023
5;Cliente Grande Transacional;106826;2023
1;Cliente de Maior Valor;48967;2023
2;Super Cliente;26382;2023
5;Cliente Grande Transacional;38255;2023
4;Cliente Baixo Potencial;92160;2023
5;Cliente Grande Transacional;196182;2023
5;Cliente Grande Transacional;10010;2023
1;Cliente de Maior Valor;36526;2023
5;Cliente Grande Transacional;188517;2023
5;Cliente Grande Transacional;106006;2023
1;Cliente de Maior Valor;118614;2023
5;Cliente Grande Transacional;65552;2023
2;Super Cliente;85451;2023
3;Cliente Maior Potencial;95982;2023
4;Cliente Baixo Potencial;14414;2023
1;Cliente de Maior Valor;193747;2023
4;Cliente Baixo Potencial;126693;2023
1;Cliente de Maior Valor;41841;2023
1;Cliente de Maior Valor;192291;2023
4;Cliente Baixo Potencial;60815;2023
1;Cliente de Maior Valor;200714;2023
1;Cliente de Maior Valor;74472;2023
3;Cliente Maior Potencial;203732;2023
1;Cliente de Maior Valor;202221;2023
4;Cliente Baixo Potencial;25152;2023
5;Cliente Grande Transacional;47647;2023
4;Cliente Baixo Potencial;5957;2023
1;Cliente de Maior Valor;53674;2023
2;Super Cliente;64126;2023
5;Cliente Grande Transacional;83723;2023
3;Cliente Maior Potencial;111033;2023
5;Cliente Grande Transacional;187733;2023
5;Cliente Grande Transacional;91913;2023
5;Cliente Grande Transacional;90887;2023
2;Super Cliente;14421;2023
5;Cliente Grande Transacional;4667;2023
1;Cliente de Maior Valor;2876;2023
1;Cliente de Maior Valor;88218;2023
1;Cliente de Maior Valor;25808;2023
1;Cliente de Maior Valor;93401;2023
2;Super Cliente;198344;2023
5;Cliente Grande Transacional;85911;2023
2;Super Cliente;185563;2023
1;Cliente de Maior Valor;49033;2023
2;Super Cliente;13418;2023
5;Cliente Grande Transacional;24169;2023
5;Cliente Grande Transacional;144036;2023
2;Super Cliente;85596;2023
5;Cliente Grande Transacional;48982;2023
1;Cliente de Maior Valor;21694;2023
5;Cliente Grande Transacional;42208;2023
5;Cliente Grande Transacional;16837;2023
2;Super Cliente;74838;2023
4;Cliente Baixo Potencial;54948;2023
1;Cliente de Maior Valor;28137;2023
5;Cliente Grande Transacional;132522;2023
5;Cliente Grande Transacional;164905;2023
2;Super Cliente;19142;2023
3;Cliente Maior Potencial;50225;2023
1;Cliente de Maior Valor;23044;2023
2;Super Cliente;26239;2023
5;Cliente Grande Transacional;41264;2023
1;Cliente de Maior Valor;79559;2023
5;Cliente Grande Transacional;107155;2023
1;Cliente de Maior Valor;191955;2023
1;Cliente de Maior Valor;81689;2023
2;Super Cliente;80868;2023
2;Super Cliente;41149;2023
2;Super Cliente;5122;2023
2;Super Cliente;60660;2023
1;Cliente de Maior Valor;205166;2023
2;Super Cliente;182631;2023
4;Cliente Baixo Potencial;140759;2023
5;Cliente Grande Transacional;86860;2023
2;Super Cliente;192277;2023
1;Cliente de Maior Valor;188201;2023
5;Cliente Grande Transacional;113815;2023
5;Cliente Grande Transacional;198790;2023
5;Cliente Grande Transacional;48529;2023
2;Super Cliente;166471;2023
4;Cliente Baixo Potencial;12233;2023
5;Cliente Grande Transacional;20460;2023
3;Cliente Maior Potencial;151695;2023
5;Cliente Grande Transacional;51665;2023
5;Cliente Grande Transacional;125241;2023
1;Cliente de Maior Valor;167206;2023
2;Super Cliente;76943;2023
1;Cliente de Maior Valor;31858;2023
2;Super Cliente;75603;2023
4;Cliente Baixo Potencial;29321;2023
1;Cliente de Maior Valor;196455;2023
4;Cliente Baixo Potencial;46855;2023
2;Super Cliente;170884;2023
2;Super Cliente;8430;2023
5;Cliente Grande Transacional;147622;2023
4;Cliente Baixo Potencial;5024;2023
3;Cliente Maior Potencial;148815;2023
5;Cliente Grande Transacional;21570;2023
4;Cliente Baixo Potencial;86442;2023
5;Cliente Grande Transacional;37688;2023
1;Cliente de Maior Valor;51349;2023
3;Cliente Maior Potencial;25708;2023
5;Cliente Grande Transacional;14297;2023
4;Cliente Baixo Potencial;39021;2023
4;Cliente Baixo Potencial;11900;2023
3;Cliente Maior Potencial;159673;2023
5;Cliente Grande Transacional;81014;2023
1;Cliente de Maior Valor;157589;2023
1;Cliente de Maior Valor;198653;2023
1;Cliente de Maior Valor;50442;2023
1;Cliente de Maior Valor;49126;2023
5;Cliente Grande Transacional;192232;2023
2;Super Cliente;136319;2023
1;Cliente de Maior Valor;157648;2023
2;Super Cliente;56670;2023
1;Cliente de Maior Valor;25938;2023
1;Cliente de Maior Valor;193048;2023
4;Cliente Baixo Potencial;204452;2023
2;Super Cliente;167812;2023
2;Super Cliente;39633;2023
5;Cliente Grande Transacional;71335;2023
2;Super Cliente;198731;2023
2;Super Cliente;12888;2023
5;Cliente Grande Transacional;92460;2023
4;Cliente Baixo Potencial;188300;2023
4;Cliente Baixo Potencial;201529;2023
1;Cliente de Maior Valor;119840;2023
5;Cliente Grande Transacional;25955;2023
3;Cliente Maior Potencial;194857;2023
1;Cliente de Maior Valor;85575;2023
3;Cliente Maior Potencial;49607;2023
2;Super Cliente;14772;2023
2;Super Cliente;81492;2023
3;Cliente Maior Potencial;193047;2023
3;Cliente Maior Potencial;197751;2023
3;Cliente Maior Potencial;144674;2023
4;Cliente Baixo Potencial;91516;2023
4;Cliente Baixo Potencial;163864;2023
4;Cliente Baixo Potencial;29524;2023
5;Cliente Grande Transacional;12721;2023
5;Cliente Grande Transacional;38616;2023
5;Cliente Grande Transacional;124744;2023
5;Cliente Grande Transacional;77141;2023
1;Cliente de Maior Valor;166466;2023
1;Cliente de Maior Valor;41306;2023
3;Cliente Maior Potencial;11845;2023
2;Super Cliente;88369;2023
1;Cliente de Maior Valor;45889;2023
1;Cliente de Maior Valor;456;2023
2;Super Cliente;195805;2023
1;Cliente de Maior Valor;105301;2023
5;Cliente Grande Transacional;187504;2023
3;Cliente Maior Potencial;69326;2023
1;Cliente de Maior Valor;163791;2023
1;Cliente de Maior Valor;49977;2023
3;Cliente Maior Potencial;49012;2023
4;Cliente Baixo Potencial;81418;2023
2;Super Cliente;111021;2023
4;Cliente Baixo Potencial;7061;2023
5;Cliente Grande Transacional;47283;2023
4;Cliente Baixo Potencial;86389;2023
1;Cliente de Maior Valor;87701;2023
5;Cliente Grande Transacional;25334;2023
2;Super Cliente;71958;2023
3;Cliente Maior Potencial;102370;2023
5;Cliente Grande Transacional;204264;2023
3;Cliente Maior Potencial;192367;2023
1;Cliente de Maior Valor;87056;2023
3;Cliente Maior Potencial;176692;2023
3;Cliente Maior Potencial;175362;2023
1;Cliente de Maior Valor;35721;2023
4;Cliente Baixo Potencial;157416;2023
3;Cliente Maior Potencial;142909;2023
3;Cliente Maior Potencial;146854;2023
2;Super Cliente;176428;2023
2;Super Cliente;205255;2023
5;Cliente Grande Transacional;110349;2023
3;Cliente Maior Potencial;61349;2023
2;Super Cliente;30742;2023
3;Cliente Maior Potencial;203251;2023
5;Cliente Grande Transacional;19459;2023
3;Cliente Maior Potencial;7199;2023
4;Cliente Baixo Potencial;81431;2023
5;Cliente Grande Transacional;118955;2023
5;Cliente Grande Transacional;47020;2023
4;Cliente Baixo Potencial;64967;2023
3;Cliente Maior Potencial;92405;2023
5;Cliente Grande Transacional;122515;2023
4;Cliente Baixo Potencial;26581;2023
3;Cliente Maior Potencial;189245;2023
4;Cliente Baixo Potencial;153279;2023
4;Cliente Baixo Potencial;51197;2023
1;Cliente de Maior Valor;65455;2023
3;Cliente Maior Potencial;171828;2023
4;Cliente Baixo Potencial;92423;2023
1;Cliente de Maior Valor;25419;2023
4;Cliente Baixo Potencial;50042;2023
4;Cliente Baixo Potencial;39162;2023
5;Cliente Grande Transacional;13399;2023
5;Cliente Grande Transacional;46042;2023
5;Cliente Grande Transacional;55324;2023
3;Cliente Maior Potencial;110857;2023
1;Cliente de Maior Valor;189105;2023
3;Cliente Maior Potencial;4466;2023
4;Cliente Baixo Potencial;80973;2023
5;Cliente Grande Transacional;31828;2023
2;Super Cliente;196391;2023
1;Cliente de Maior Valor;104291;2023
4;Cliente Baixo Potencial;32162;2023
5;Cliente Grande Transacional;23757;2023
4;Cliente Baixo Potencial;189674;2023
3;Cliente Maior Potencial;51341;2023
5;Cliente Grande Transacional;147225;2023
5;Cliente Grande Transacional;155128;2023
1;Cliente de Maior Valor;83562;2023
4;Cliente Baixo Potencial;7422;2023
5;Cliente Grande Transacional;41361;2023
4;Cliente Baixo Potencial;80490;2023
3;Cliente Maior Potencial;87064;2023
2;Super Cliente;66701;2023
2;Super Cliente;186645;2023
2;Super Cliente;11991;2023
4;Cliente Baixo Potencial;75031;2023
5;Cliente Grande Transacional;1983;2023
2;Super Cliente;70973;2023
3;Cliente Maior Potencial;23797;2023
3;Cliente Maior Potencial;9506;2023
1;Cliente de Maior Valor;38555;2023
4;Cliente Baixo Potencial;102785;2023
5;Cliente Grande Transacional;175827;2023
1;Cliente de Maior Valor;159559;2023
4;Cliente Baixo Potencial;157809;2023
1;Cliente de Maior Valor;190582;2023
5;Cliente Grande Transacional;185719;2023
4;Cliente Baixo Potencial;93418;2023
3;Cliente Maior Potencial;190753;2023
1;Cliente de Maior Valor;198943;2023
2;Super Cliente;48875;2023
4;Cliente Baixo Potencial;74712;2023
5;Cliente Grande Transacional;37206;2023
5;Cliente Grande Transacional;175521;2023
4;Cliente Baixo Potencial;159914;2023
5;Cliente Grande Transacional;13601;2023
2;Super Cliente;67502;2023
2;Super Cliente;79237;2023
1;Cliente de Maior Valor;207019;2023
4;Cliente Baixo Potencial;41869;2023
1;Cliente de Maior Valor;165373;2023
3;Cliente Maior Potencial;77747;2023
5;Cliente Grande Transacional;37750;2023
2;Super Cliente;42433;2023
4;Cliente Baixo Potencial;123858;2023
1;Cliente de Maior Valor;152590;2023
2;Super Cliente;53926;2023
5;Cliente Grande Transacional;11953;2023
5;Cliente Grande Transacional;31716;2023
4;Cliente Baixo Potencial;15285;2023
1;Cliente de Maior Valor;53005;2023
4;Cliente Baixo Potencial;196346;2023
4;Cliente Baixo Potencial;128236;2023
3;Cliente Maior Potencial;204865;2023
1;Cliente de Maior Valor;51959;2023
5;Cliente Grande Transacional;192399;2023
4;Cliente Baixo Potencial;11757;2023
1;Cliente de Maior Valor;201538;2023
1;Cliente de Maior Valor;172713;2023
2;Super Cliente;14862;2023
5;Cliente Grande Transacional;131018;2023
3;Cliente Maior Potencial;66340;2023
4;Cliente Baixo Potencial;62808;2023
4;Cliente Baixo Potencial;195483;2023
4;Cliente Baixo Potencial;115726;2023
5;Cliente Grande Transacional;199859;2023
4;Cliente Baixo Potencial;136206;2023
2;Super Cliente;97753;2023
4;Cliente Baixo Potencial;189036;2023
5;Cliente Grande Transacional;153173;2023
4;Cliente Baixo Potencial;113233;2023
4;Cliente Baixo Potencial;92291;2023
5;Cliente Grande Transacional;8875;2023
4;Cliente Baixo Potencial;90441;2023
5;Cliente Grande Transacional;93742;2023
1;Cliente de Maior Valor;23986;2023
3;Cliente Maior Potencial;21139;2023
4;Cliente Baixo Potencial;164758;2023
5;Cliente Grande Transacional;80177;2023
2;Super Cliente;38495;2023
4;Cliente Baixo Potencial;189891;2023
4;Cliente Baixo Potencial;108137;2023
5;Cliente Grande Transacional;109422;2023
3;Cliente Maior Potencial;43780;2023
4;Cliente Baixo Potencial;8323;2023
3;Cliente Maior Potencial;191547;2023
4;Cliente Baixo Potencial;187304;2023
1;Cliente de Maior Valor;152107;2023
4;Cliente Baixo Potencial;159868;2023
5;Cliente Grande Transacional;97911;2023
2;Super Cliente;202690;2023
5;Cliente Grande Transacional;122226;2023
5;Cliente Grande Transacional;21372;2023
1;Cliente de Maior Valor;65022;2023
3;Cliente Maior Potencial;42346;2023
5;Cliente Grande Transacional;38874;2023
4;Cliente Baixo Potencial;194858;2023
3;Cliente Maior Potencial;171323;2023
5;Cliente Grande Transacional;171322;2023
5;Cliente Grande Transacional;49211;2023
1;Cliente de Maior Valor;92967;2023
3;Cliente Maior Potencial;23354;2023
4;Cliente Baixo Potencial;79243;2023
4;Cliente Baixo Potencial;87765;2023
3;Cliente Maior Potencial;188761;2023
4;Cliente Baixo Potencial;50978;2023
5;Cliente Grande Transacional;135670;2023
5;Cliente Grande Transacional;150794;2023
3;Cliente Maior Potencial;78035;2023
2;Super Cliente;192115;2023
5;Cliente Grande Transacional;40223;2023
2;Super Cliente;47568;2023
2;Super Cliente;131995;2023
5;Cliente Grande Transacional;129032;2023
4;Cliente Baixo Potencial;20860;2023
4;Cliente Baixo Potencial;157902;2023
1;Cliente de Maior Valor;155933;2023
3;Cliente Maior Potencial;37630;2023
5;Cliente Grande Transacional;64174;2023
5;Cliente Grande Transacional;59278;2023
1;Cliente de Maior Valor;91702;2023
4;Cliente Baixo Potencial;89763;2023
3;Cliente Maior Potencial;80299;2023
4;Cliente Baixo Potencial;90969;2023
4;Cliente Baixo Potencial;83960;2023
4;Cliente Baixo Potencial;171544;2023
4;Cliente Baixo Potencial;69893;2023
3;Cliente Maior Potencial;41828;2023
4;Cliente Baixo Potencial;30338;2023
4;Cliente Baixo Potencial;13808;2023
3;Cliente Maior Potencial;198397;2023
1;Cliente de Maior Valor;27277;2023
1;Cliente de Maior Valor;77965;2023
4;Cliente Baixo Potencial;27346;2023
4;Cliente Baixo Potencial;195173;2023
3;Cliente Maior Potencial;92373;2023
5;Cliente Grande Transacional;54868;2023
3;Cliente Maior Potencial;70566;2023
4;Cliente Baixo Potencial;40650;2023
4;Cliente Baixo Potencial;54247;2023
3;Cliente Maior Potencial;35020;2023
3;Cliente Maior Potencial;28318;2023
1;Cliente de Maior Valor;197872;2023
5;Cliente Grande Transacional;23967;2023
3;Cliente Maior Potencial;119274;2023
5;Cliente Grande Transacional;62611;2023
4;Cliente Baixo Potencial;41853;2023
5;Cliente Grande Transacional;9634;2023
1;Cliente de Maior Valor;103782;2023
4;Cliente Baixo Potencial;82921;2023
5;Cliente Grande Transacional;187767;2023
3;Cliente Maior Potencial;168489;2023
5;Cliente Grande Transacional;66215;2023
4;Cliente Baixo Potencial;86015;2023
5;Cliente Grande Transacional;98117;2023
4;Cliente Baixo Potencial;12485;2023
2;Super Cliente;78295;2023
3;Cliente Maior Potencial;194604;2023
5;Cliente Grande Transacional;207985;2023
4;Cliente Baixo Potencial;56275;2023
4;Cliente Baixo Potencial;98671;2023
5;Cliente Grande Transacional;46655;2023
5;Cliente Grande Transacional;46263;2023
3;Cliente Maior Potencial;77787;2023
2;Super Cliente;83571;2023
4;Cliente Baixo Potencial;115102;2023
2;Super Cliente;172076;2023
1;Cliente de Maior Valor;38186;2023
3;Cliente Maior Potencial;93164;2023
4;Cliente Baixo Potencial;194493;2023
3;Cliente Maior Potencial;142741;2023
3;Cliente Maior Potencial;93899;2023
5;Cliente Grande Transacional;125039;2023
2;Super Cliente;42860;2023
1;Cliente de Maior Valor;45716;2023
5;Cliente Grande Transacional;201595;2023
5;Cliente Grande Transacional;93480;2023
4;Cliente Baixo Potencial;74738;2023
4;Cliente Baixo Potencial;10521;2023
5;Cliente Grande Transacional;80626;2023
3;Cliente Maior Potencial;153067;2023
4;Cliente Baixo Potencial;34911;2023
2;Super Cliente;195388;2023
1;Cliente de Maior Valor;92273;2023
5;Cliente Grande Transacional;49015;2023
4;Cliente Baixo Potencial;47847;2023
2;Super Cliente;51276;2023
3;Cliente Maior Potencial;29173;2023
4;Cliente Baixo Potencial;39103;2023
4;Cliente Baixo Potencial;83344;2023
4;Cliente Baixo Potencial;191495;2023
4;Cliente Baixo Potencial;24684;2023
3;Cliente Maior Potencial;1050;2023
5;Cliente Grande Transacional;127024;2023
3;Cliente Maior Potencial;14172;2023
2;Super Cliente;197018;2023
3;Cliente Maior Potencial;27164;2023
3;Cliente Maior Potencial;25954;2023
4;Cliente Baixo Potencial;36557;2023
1;Cliente de Maior Valor;47433;2023
4;Cliente Baixo Potencial;152199;2023
4;Cliente Baixo Potencial;69871;2023
1;Cliente de Maior Valor;117585;2023
3;Cliente Maior Potencial;119671;2023
2;Super Cliente;196848;2023
1;Cliente de Maior Valor;120581;2023
3;Cliente Maior Potencial;38834;2023
4;Cliente Baixo Potencial;28185;2023
2;Super Cliente;188409;2023
2;Super Cliente;74004;2023
1;Cliente de Maior Valor;205239;2023
1;Cliente de Maior Valor;40766;2023
3;Cliente Maior Potencial;199362;2023
5;Cliente Grande Transacional;75256;2023
4;Cliente Baixo Potencial;157703;2023
4;Cliente Baixo Potencial;80219;2023
3;Cliente Maior Potencial;40615;2023
1;Cliente de Maior Valor;183946;2023
5;Cliente Grande Transacional;87606;2023
3;Cliente Maior Potencial;42734;2023
4;Cliente Baixo Potencial;46249;2023
4;Cliente Baixo Potencial;40269;2023
5;Cliente Grande Transacional;109528;2023
3;Cliente Maior Potencial;33705;2023
4;Cliente Baixo Potencial;51992;2023
3;Cliente Maior Potencial;41884;2023
5;Cliente Grande Transacional;193678;2023
5;Cliente Grande Transacional;187941;2023
4;Cliente Baixo Potencial;8460;2023
3;Cliente Maior Potencial;60091;2023
4;Cliente Baixo Potencial;142272;2023
5;Cliente Grande Transacional;69774;2023
1;Cliente de Maior Valor;85540;2023
1;Cliente de Maior Valor;120785;2023
4;Cliente Baixo Potencial;131272;2023
4;Cliente Baixo Potencial;192088;2023
4;Cliente Baixo Potencial;158467;2023
3;Cliente Maior Potencial;4180;2023
4;Cliente Baixo Potencial;189153;2023
3;Cliente Maior Potencial;21018;2023
5;Cliente Grande Transacional;65197;2023
1;Cliente de Maior Valor;63188;2023
5;Cliente Grande Transacional;157239;2023
4;Cliente Baixo Potencial;16870;2023
2;Super Cliente;166049;2023
5;Cliente Grande Transacional;201258;2023
5;Cliente Grande Transacional;91728;2023
5;Cliente Grande Transacional;187258;2023
1;Cliente de Maior Valor;9637;2023
4;Cliente Baixo Potencial;49178;2023
3;Cliente Maior Potencial;186286;2023
1;Cliente de Maior Valor;196045;2023
3;Cliente Maior Potencial;200770;2023
3;Cliente Maior Potencial;151947;2023
3;Cliente Maior Potencial;172625;2023
3;Cliente Maior Potencial;85658;2023
5;Cliente Grande Transacional;37196;2023
4;Cliente Baixo Potencial;37931;2023
5;Cliente Grande Transacional;152312;2023
4;Cliente Baixo Potencial;85452;2023
3;Cliente Maior Potencial;193764;2023
5;Cliente Grande Transacional;163319;2023
4;Cliente Baixo Potencial;7050;2023
3;Cliente Maior Potencial;49133;2023
4;Cliente Baixo Potencial;110746;2023
3;Cliente Maior Potencial;65178;2023
4;Cliente Baixo Potencial;11658;2023
3;Cliente Maior Potencial;104308;2023
4;Cliente Baixo Potencial;91129;2023
5;Cliente Grande Transacional;106575;2023
3;Cliente Maior Potencial;154491;2023
5;Cliente Grande Transacional;41788;2023
5;Cliente Grande Transacional;118509;2023
4;Cliente Baixo Potencial;197042;2023
5;Cliente Grande Transacional;27612;2023
4;Cliente Baixo Potencial;29206;2023
4;Cliente Baixo Potencial;188518;2023
5;Cliente Grande Transacional;5446;2023
5;Cliente Grande Transacional;142459;2023
3;Cliente Maior Potencial;57834;2023
2;Super Cliente;151081;2023
1;Cliente de Maior Valor;6655;2023
4;Cliente Baixo Potencial;135213;2023
3;Cliente Maior Potencial;186655;2023
4;Cliente Baixo Potencial;198292;2023
3;Cliente Maior Potencial;25233;2023
3;Cliente Maior Potencial;158918;2023
3;Cliente Maior Potencial;81452;2023
3;Cliente Maior Potencial;914;2023
3;Cliente Maior Potencial;74048;2023
4;Cliente Baixo Potencial;81477;2023
4;Cliente Baixo Potencial;81646;2023
3;Cliente Maior Potencial;12348;2023
3;Cliente Maior Potencial;25344;2023
1;Cliente de Maior Valor;196228;2023
1;Cliente de Maior Valor;118038;2023
5;Cliente Grande Transacional;90131;2023
3;Cliente Maior Potencial;44635;2023
1;Cliente de Maior Valor;8301;2023
4;Cliente Baixo Potencial;95665;2023
5;Cliente Grande Transacional;202661;2023
4;Cliente Baixo Potencial;119131;2023
4;Cliente Baixo Potencial;160307;2023
5;Cliente Grande Transacional;91519;2023
3;Cliente Maior Potencial;10704;2023
4;Cliente Baixo Potencial;57002;2023
5;Cliente Grande Transacional;94448;2023
5;Cliente Grande Transacional;86724;2023
1;Cliente de Maior Valor;190754;2023
5;Cliente Grande Transacional;20997;2023
4;Cliente Baixo Potencial;16884;2023
1;Cliente de Maior Valor;44482;2023
4;Cliente Baixo Potencial;130592;2023
2;Super Cliente;25262;2023
1;Cliente de Maior Valor;158377;2023
4;Cliente Baixo Potencial;182963;2023
4;Cliente Baixo Potencial;80030;2023
2;Super Cliente;200802;2023
3;Cliente Maior Potencial;25971;2023
3;Cliente Maior Potencial;21646;2023
1;Cliente de Maior Valor;201528;2023
3;Cliente Maior Potencial;125317;2023
1;Cliente de Maior Valor;62414;2023
5;Cliente Grande Transacional;36505;2023
2;Super Cliente;45740;2023
3;Cliente Maior Potencial;109394;2023
5;Cliente Grande Transacional;110753;2023
4;Cliente Baixo Potencial;123756;2023
3;Cliente Maior Potencial;91923;2023
1;Cliente de Maior Valor;8374;2023
5;Cliente Grande Transacional;190224;2023
4;Cliente Baixo Potencial;146116;2023
4;Cliente Baixo Potencial;172865;2023
3;Cliente Maior Potencial;96230;2023
3;Cliente Maior Potencial;134614;2023
5;Cliente Grande Transacional;194377;2023
3;Cliente Maior Potencial;4844;2023
4;Cliente Baixo Potencial;187921;2023
4;Cliente Baixo Potencial;197416;2023
4;Cliente Baixo Potencial;158564;2023
5;Cliente Grande Transacional;80926;2023
5;Cliente Grande Transacional;50610;2023
5;Cliente Grande Transacional;898;2023
3;Cliente Maior Potencial;170410;2023
3;Cliente Maior Potencial;120959;2023
3;Cliente Maior Potencial;145890;2023
4;Cliente Baixo Potencial;1094;2023
3;Cliente Maior Potencial;79565;2023
4;Cliente Baixo Potencial;118064;2023
4;Cliente Baixo Potencial;27488;2023
3;Cliente Maior Potencial;79200;2023
1;Cliente de Maior Valor;194609;2023
3;Cliente Maior Potencial;42414;2023
3;Cliente Maior Potencial;48603;2023
5;Cliente Grande Transacional;160826;2023
5;Cliente Grande Transacional;57549;2023
1;Cliente de Maior Valor;60934;2023
5;Cliente Grande Transacional;171384;2023
1;Cliente de Maior Valor;44276;2023
1;Cliente de Maior Valor;91305;2023
1;Cliente de Maior Valor;194534;2023
1;Cliente de Maior Valor;191480;2023
1;Cliente de Maior Valor;17641;2023
2;Super Cliente;22576;2023
1;Cliente de Maior Valor;38052;2023
5;Cliente Grande Transacional;23829;2023
3;Cliente Maior Potencial;163316;2023
5;Cliente Grande Transacional;179508;2023
3;Cliente Maior Potencial;8462;2023
4;Cliente Baixo Potencial;78089;2023
3;Cliente Maior Potencial;85574;2023
3;Cliente Maior Potencial;64641;2023
5;Cliente Grande Transacional;158520;2023
4;Cliente Baixo Potencial;27388;2023
5;Cliente Grande Transacional;46183;2023
2;Super Cliente;159036;2023
5;Cliente Grande Transacional;152100;2023
5;Cliente Grande Transacional;192825;2023
4;Cliente Baixo Potencial;85751;2023
4;Cliente Baixo Potencial;40494;2023
3;Cliente Maior Potencial;46741;2023
1;Cliente de Maior Valor;86114;2023
5;Cliente Grande Transacional;151002;2023
4;Cliente Baixo Potencial;64032;2023
5;Cliente Grande Transacional;153339;2023
2;Super Cliente;64637;2023
2;Super Cliente;117167;2023
4;Cliente Baixo Potencial;64575;2023
4;Cliente Baixo Potencial;134686;2023
4;Cliente Baixo Potencial;123907;2023
5;Cliente Grande Transacional;146948;2023
4;Cliente Baixo Potencial;196542;2023
3;Cliente Maior Potencial;39565;2023
1;Cliente de Maior Valor;145022;2023
5;Cliente Grande Transacional;92920;2023
1;Cliente de Maior Valor;18529;2023
4;Cliente Baixo Potencial;64384;2023
5;Cliente Grande Transacional;156769;2023
1;Cliente de Maior Valor;59265;2023
4;Cliente Baixo Potencial;39545;2023
2;Super Cliente;24438;2023
5;Cliente Grande Transacional;36710;2023
2;Super Cliente;168674;2023
3;Cliente Maior Potencial;84076;2023
1;Cliente de Maior Valor;118171;2023
5;Cliente Grande Transacional;53735;2023
5;Cliente Grande Transacional;201143;2023
1;Cliente de Maior Valor;179814;2023
5;Cliente Grande Transacional;204935;2023
4;Cliente Baixo Potencial;184742;2023
4;Cliente Baixo Potencial;44059;2023
2;Super Cliente;91919;2023
3;Cliente Maior Potencial;85990;2023
1;Cliente de Maior Valor;22148;2023
4;Cliente Baixo Potencial;67060;2023
3;Cliente Maior Potencial;188996;2023
5;Cliente Grande Transacional;45647;2023
5;Cliente Grande Transacional;137249;2023
1;Cliente de Maior Valor;49670;2023
5;Cliente Grande Transacional;133265;2023
5;Cliente Grande Transacional;45123;2023
5;Cliente Grande Transacional;30852;2023
3;Cliente Maior Potencial;76767;2023
5;Cliente Grande Transacional;83002;2023
3;Cliente Maior Potencial;91252;2023
4;Cliente Baixo Potencial;155122;2023
4;Cliente Baixo Potencial;127467;2023
1;Cliente de Maior Valor;152679;2023
