codigo;nomeseg;pessoacodigo;anoseq
2;Super Cliente;61043;2023
1;Cliente de Maior Valor;88446;2023
2;Super Cliente;37779;2023
2;Super Cliente;29068;2023
1;Cliente de Maior Valor;90736;2023
1;Cliente de Maior Valor;51904;2023
2;Super Cliente;140751;2023
5;Cliente Grande Transacional;11647;2023
2;Super Cliente;65279;2023
5;Cliente Grande Transacional;4004;2023
5;Cliente Grande Transacional;86102;2023
5;Cliente Grande Transacional;73780;2023
5;Cliente Grande Transacional;149427;2023
2;Super Cliente;63110;2023
2;Super Cliente;705;2023
5;Cliente Grande Transacional;6109;2023
2;Super Cliente;46400;2023
2;Super Cliente;64035;2023
2;Super Cliente;30057;2023
2;Super Cliente;14086;2023
2;Super Cliente;61449;2023
2;Super Cliente;63090;2023
2;Super Cliente;47661;2023
2;Super Cliente;42638;2023
5;Cliente Grande Transacional;7866;2023
5;Cliente Grande Transacional;29123;2023
5;Cliente Grande Transacional;79143;2023
2;Super Cliente;87745;2023
1;Cliente de Maior Valor;60946;2023
2;Super Cliente;82975;2023
2;Super Cliente;7568;2023
1;Cliente de Maior Valor;59488;2023
2;Super Cliente;50418;2023
1;Cliente de Maior Valor;85440;2023
2;Super Cliente;23441;2023
2;Super Cliente;92338;2023
2;Super Cliente;26141;2023
2;Super Cliente;83150;2023
5;Cliente Grande Transacional;5781;2023
2;Super Cliente;71816;2023
2;Super Cliente;6539;2023
2;Super Cliente;100731;2023
5;Cliente Grande Transacional;72389;2023
2;Super Cliente;7297;2023
1;Cliente de Maior Valor;15544;2023
2;Super Cliente;1562;2023
2;Super Cliente;46707;2023
2;Super Cliente;85411;2023
2;Super Cliente;12622;2023
1;Cliente de Maior Valor;93620;2023
2;Super Cliente;60858;2023
5;Cliente Grande Transacional;42775;2023
2;Super Cliente;65094;2023
1;Cliente de Maior Valor;56144;2023
1;Cliente de Maior Valor;67722;2023
5;Cliente Grande Transacional;58547;2023
5;Cliente Grande Transacional;77235;2023
2;Super Cliente;75801;2023
2;Super Cliente;85383;2023
5;Cliente Grande Transacional;6129;2023
2;Super Cliente;90787;2023
2;Super Cliente;26146;2023
2;Super Cliente;93104;2023
1;Cliente de Maior Valor;82452;2023
2;Super Cliente;81768;2023
1;Cliente de Maior Valor;7349;2023
2;Super Cliente;74645;2023
1;Cliente de Maior Valor;22154;2023
2;Super Cliente;72869;2023
2;Super Cliente;52173;2023
5;Cliente Grande Transacional;76095;2023
1;Cliente de Maior Valor;151551;2023
2;Super Cliente;75423;2023
5;Cliente Grande Transacional;91641;2023
1;Cliente de Maior Valor;106026;2023
1;Cliente de Maior Valor;15688;2023
2;Super Cliente;70735;2023
2;Super Cliente;29291;2023
5;Cliente Grande Transacional;90568;2023
1;Cliente de Maior Valor;72835;2023
5;Cliente Grande Transacional;95930;2023
2;Super Cliente;74384;2023
2;Super Cliente;65380;2023
5;Cliente Grande Transacional;125939;2023
2;Super Cliente;35065;2023
5;Cliente Grande Transacional;141435;2023
5;Cliente Grande Transacional;11421;2023
1;Cliente de Maior Valor;3397;2023
1;Cliente de Maior Valor;147703;2023
5;Cliente Grande Transacional;80639;2023
2;Super Cliente;154397;2023
5;Cliente Grande Transacional;100298;2023
1;Cliente de Maior Valor;55246;2023
5;Cliente Grande Transacional;70226;2023
2;Super Cliente;237;2023
1;Cliente de Maior Valor;202231;2023
5;Cliente Grande Transacional;58855;2023
2;Super Cliente;128849;2023
2;Super Cliente;4639;2023
2;Super Cliente;69115;2023
2;Super Cliente;68217;2023
2;Super Cliente;75288;2023
5;Cliente Grande Transacional;47645;2023
1;Cliente de Maior Valor;81360;2023
1;Cliente de Maior Valor;147485;2023
2;Super Cliente;32073;2023
2;Super Cliente;21923;2023
2;Super Cliente;88373;2023
5;Cliente Grande Transacional;44613;2023
2;Super Cliente;88498;2023
1;Cliente de Maior Valor;210486;2023
2;Super Cliente;72942;2023
1;Cliente de Maior Valor;90737;2023
2;Super Cliente;966;2023
2;Super Cliente;86750;2023
2;Super Cliente;41613;2023
1;Cliente de Maior Valor;58467;2023
5;Cliente Grande Transacional;1183;2023
1;Cliente de Maior Valor;91230;2023
1;Cliente de Maior Valor;75435;2023
2;Super Cliente;137226;2023
2;Super Cliente;56396;2023
1;Cliente de Maior Valor;93319;2023
2;Super Cliente;65542;2023
1;Cliente de Maior Valor;48703;2023
1;Cliente de Maior Valor;5802;2023
1;Cliente de Maior Valor;3677;2023
2;Super Cliente;91098;2023
5;Cliente Grande Transacional;60066;2023
5;Cliente Grande Transacional;198458;2023
5;Cliente Grande Transacional;95434;2023
5;Cliente Grande Transacional;81657;2023
2;Super Cliente;31394;2023
2;Super Cliente;90375;2023
2;Super Cliente;75546;2023
2;Super Cliente;92448;2023
5;Cliente Grande Transacional;74821;2023
2;Super Cliente;75625;2023
1;Cliente de Maior Valor;75477;2023
5;Cliente Grande Transacional;63616;2023
2;Super Cliente;83489;2023
1;Cliente de Maior Valor;91957;2023
1;Cliente de Maior Valor;27200;2023
5;Cliente Grande Transacional;6494;2023
1;Cliente de Maior Valor;84114;2023
1;Cliente de Maior Valor;52590;2023
5;Cliente Grande Transacional;154797;2023
2;Super Cliente;132886;2023
5;Cliente Grande Transacional;7612;2023
2;Super Cliente;14643;2023
2;Super Cliente;86699;2023
5;Cliente Grande Transacional;60462;2023
2;Super Cliente;175744;2023
2;Super Cliente;72770;2023
5;Cliente Grande Transacional;92613;2023
2;Super Cliente;2474;2023
2;Super Cliente;38947;2023
5;Cliente Grande Transacional;157835;2023
5;Cliente Grande Transacional;132995;2023
2;Super Cliente;3033;2023
2;Super Cliente;2889;2023
2;Super Cliente;36128;2023
2;Super Cliente;124017;2023
5;Cliente Grande Transacional;74936;2023
1;Cliente de Maior Valor;83180;2023
1;Cliente de Maior Valor;33411;2023
5;Cliente Grande Transacional;71176;2023
2;Super Cliente;91546;2023
5;Cliente Grande Transacional;59298;2023
2;Super Cliente;36102;2023
2;Super Cliente;11986;2023
1;Cliente de Maior Valor;5396;2023
2;Super Cliente;26352;2023
1;Cliente de Maior Valor;55986;2023
2;Super Cliente;131356;2023
1;Cliente de Maior Valor;11108;2023
1;Cliente de Maior Valor;59872;2023
2;Super Cliente;100861;2023
2;Super Cliente;9944;2023
5;Cliente Grande Transacional;44762;2023
2;Super Cliente;105598;2023
1;Cliente de Maior Valor;5101;2023
1;Cliente de Maior Valor;77384;2023
2;Super Cliente;25349;2023
5;Cliente Grande Transacional;85378;2023
2;Super Cliente;92528;2023
5;Cliente Grande Transacional;130269;2023
2;Super Cliente;27693;2023
5;Cliente Grande Transacional;5222;2023
1;Cliente de Maior Valor;45009;2023
1;Cliente de Maior Valor;210142;2023
2;Super Cliente;15804;2023
2;Super Cliente;88561;2023
1;Cliente de Maior Valor;158848;2023
2;Super Cliente;117361;2023
1;Cliente de Maior Valor;5136;2023
1;Cliente de Maior Valor;4699;2023
2;Super Cliente;77170;2023
5;Cliente Grande Transacional;89430;2023
5;Cliente Grande Transacional;30117;2023
2;Super Cliente;72002;2023
2;Super Cliente;30604;2023
5;Cliente Grande Transacional;81313;2023
5;Cliente Grande Transacional;18264;2023
2;Super Cliente;126376;2023
5;Cliente Grande Transacional;75271;2023
5;Cliente Grande Transacional;69965;2023
1;Cliente de Maior Valor;195595;2023
2;Super Cliente;24246;2023
5;Cliente Grande Transacional;9044;2023
2;Super Cliente;116671;2023
2;Super Cliente;77740;2023
2;Super Cliente;23975;2023
1;Cliente de Maior Valor;137245;2023
2;Super Cliente;76003;2023
2;Super Cliente;105570;2023
2;Super Cliente;15730;2023
5;Cliente Grande Transacional;132798;2023
1;Cliente de Maior Valor;49757;2023
2;Super Cliente;77749;2023
1;Cliente de Maior Valor;57547;2023
2;Super Cliente;90498;2023
5;Cliente Grande Transacional;86875;2023
2;Super Cliente;14178;2023
5;Cliente Grande Transacional;24705;2023
1;Cliente de Maior Valor;26959;2023
2;Super Cliente;91927;2023
2;Super Cliente;3019;2023
1;Cliente de Maior Valor;121448;2023
2;Super Cliente;80430;2023
5;Cliente Grande Transacional;12666;2023
1;Cliente de Maior Valor;9693;2023
5;Cliente Grande Transacional;17326;2023
2;Super Cliente;7583;2023
1;Cliente de Maior Valor;90779;2023
5;Cliente Grande Transacional;59770;2023
5;Cliente Grande Transacional;164620;2023
2;Super Cliente;59769;2023
1;Cliente de Maior Valor;26257;2023
5;Cliente Grande Transacional;135501;2023
2;Super Cliente;77771;2023
5;Cliente Grande Transacional;79861;2023
1;Cliente de Maior Valor;9239;2023
2;Super Cliente;55687;2023
1;Cliente de Maior Valor;1401;2023
2;Super Cliente;23883;2023
2;Super Cliente;76587;2023
2;Super Cliente;40154;2023
1;Cliente de Maior Valor;11547;2023
1;Cliente de Maior Valor;39616;2023
5;Cliente Grande Transacional;51055;2023
1;Cliente de Maior Valor;45808;2023
2;Super Cliente;10591;2023
2;Super Cliente;6815;2023
2;Super Cliente;95551;2023
5;Cliente Grande Transacional;87544;2023
1;Cliente de Maior Valor;48717;2023
2;Super Cliente;20703;2023
1;Cliente de Maior Valor;78238;2023
5;Cliente Grande Transacional;1237;2023
1;Cliente de Maior Valor;78905;2023
5;Cliente Grande Transacional;95449;2023
2;Super Cliente;77581;2023
2;Super Cliente;41364;2023
2;Super Cliente;76388;2023
5;Cliente Grande Transacional;3936;2023
2;Super Cliente;50484;2023
2;Super Cliente;93905;2023
5;Cliente Grande Transacional;90118;2023
1;Cliente de Maior Valor;6969;2023
5;Cliente Grande Transacional;13038;2023
1;Cliente de Maior Valor;4635;2023
5;Cliente Grande Transacional;13887;2023
5;Cliente Grande Transacional;3998;2023
1;Cliente de Maior Valor;193059;2023
1;Cliente de Maior Valor;3304;2023
2;Super Cliente;7604;2023
1;Cliente de Maior Valor;3951;2023
2;Super Cliente;163573;2023
2;Super Cliente;65732;2023
5;Cliente Grande Transacional;26984;2023
2;Super Cliente;3178;2023
2;Super Cliente;136207;2023
2;Super Cliente;151717;2023
2;Super Cliente;186168;2023
2;Super Cliente;10611;2023
2;Super Cliente;10764;2023
2;Super Cliente;138;2023
2;Super Cliente;4870;2023
2;Super Cliente;7099;2023
5;Cliente Grande Transacional;79678;2023
5;Cliente Grande Transacional;157188;2023
5;Cliente Grande Transacional;42607;2023
2;Super Cliente;88748;2023
1;Cliente de Maior Valor;13616;2023
1;Cliente de Maior Valor;7204;2023
2;Super Cliente;8255;2023
1;Cliente de Maior Valor;25297;2023
2;Super Cliente;22355;2023
1;Cliente de Maior Valor;17651;2023
1;Cliente de Maior Valor;18627;2023
2;Super Cliente;9457;2023
2;Super Cliente;90495;2023
1;Cliente de Maior Valor;63757;2023
2;Super Cliente;1064;2023
2;Super Cliente;75382;2023
2;Super Cliente;76212;2023
2;Super Cliente;133532;2023
5;Cliente Grande Transacional;62542;2023
5;Cliente Grande Transacional;17486;2023
2;Super Cliente;7552;2023
2;Super Cliente;98566;2023
5;Cliente Grande Transacional;83706;2023
2;Super Cliente;90499;2023
5;Cliente Grande Transacional;185474;2023
1;Cliente de Maior Valor;6285;2023
1;Cliente de Maior Valor;63063;2023
2;Super Cliente;62402;2023
1;Cliente de Maior Valor;93037;2023
1;Cliente de Maior Valor;41753;2023
2;Super Cliente;124190;2023
5;Cliente Grande Transacional;49001;2023
2;Super Cliente;80218;2023
1;Cliente de Maior Valor;89324;2023
2;Super Cliente;77925;2023
2;Super Cliente;122644;2023
2;Super Cliente;42757;2023
2;Super Cliente;81947;2023
5;Cliente Grande Transacional;85027;2023
2;Super Cliente;91909;2023
2;Super Cliente;106107;2023
2;Super Cliente;122637;2023
2;Super Cliente;6594;2023
2;Super Cliente;46946;2023
2;Super Cliente;7009;2023
2;Super Cliente;35945;2023
1;Cliente de Maior Valor;85991;2023
1;Cliente de Maior Valor;29125;2023
1;Cliente de Maior Valor;31014;2023
2;Super Cliente;1790;2023
2;Super Cliente;49586;2023
5;Cliente Grande Transacional;30434;2023
5;Cliente Grande Transacional;187451;2023
5;Cliente Grande Transacional;94527;2023
5;Cliente Grande Transacional;123256;2023
1;Cliente de Maior Valor;35727;2023
2;Super Cliente;41765;2023
5;Cliente Grande Transacional;9518;2023
1;Cliente de Maior Valor;14765;2023
1;Cliente de Maior Valor;21384;2023
5;Cliente Grande Transacional;153383;2023
2;Super Cliente;9663;2023
2;Super Cliente;97845;2023
1;Cliente de Maior Valor;10024;2023
2;Super Cliente;66021;2023
2;Super Cliente;7250;2023
2;Super Cliente;106813;2023
1;Cliente de Maior Valor;51161;2023
1;Cliente de Maior Valor;43671;2023
5;Cliente Grande Transacional;40162;2023
2;Super Cliente;25798;2023
5;Cliente Grande Transacional;61922;2023
1;Cliente de Maior Valor;24233;2023
2;Super Cliente;23502;2023
2;Super Cliente;31849;2023
5;Cliente Grande Transacional;42843;2023
1;Cliente de Maior Valor;133001;2023
2;Super Cliente;12582;2023
2;Super Cliente;15048;2023
2;Super Cliente;487;2023
2;Super Cliente;23102;2023
5;Cliente Grande Transacional;119742;2023
2;Super Cliente;12035;2023
2;Super Cliente;14845;2023
5;Cliente Grande Transacional;173757;2023
5;Cliente Grande Transacional;6906;2023
2;Super Cliente;124023;2023
5;Cliente Grande Transacional;8904;2023
1;Cliente de Maior Valor;70157;2023
5;Cliente Grande Transacional;80720;2023
5;Cliente Grande Transacional;6609;2023
2;Super Cliente;91007;2023
2;Super Cliente;61210;2023
2;Super Cliente;1947;2023
1;Cliente de Maior Valor;84398;2023
1;Cliente de Maior Valor;41867;2023
5;Cliente Grande Transacional;150204;2023
2;Super Cliente;8384;2023
2;Super Cliente;194996;2023
2;Super Cliente;26809;2023
2;Super Cliente;11442;2023
2;Super Cliente;92413;2023
2;Super Cliente;58801;2023
2;Super Cliente;50030;2023
2;Super Cliente;152315;2023
1;Cliente de Maior Valor;12808;2023
2;Super Cliente;25960;2023
2;Super Cliente;10706;2023
1;Cliente de Maior Valor;53750;2023
5;Cliente Grande Transacional;151436;2023
2;Super Cliente;60768;2023
2;Super Cliente;158444;2023
5;Cliente Grande Transacional;128752;2023
2;Super Cliente;152620;2023
1;Cliente de Maior Valor;125333;2023
2;Super Cliente;179518;2023
2;Super Cliente;51111;2023
2;Super Cliente;1296;2023
2;Super Cliente;57730;2023
2;Super Cliente;49278;2023
1;Cliente de Maior Valor;3917;2023
2;Super Cliente;37769;2023
2;Super Cliente;6184;2023
5;Cliente Grande Transacional;49171;2023
1;Cliente de Maior Valor;14123;2023
5;Cliente Grande Transacional;11418;2023
2;Super Cliente;36222;2023
1;Cliente de Maior Valor;20704;2023
5;Cliente Grande Transacional;21651;2023
5;Cliente Grande Transacional;65041;2023
2;Super Cliente;10038;2023
1;Cliente de Maior Valor;470;2023
1;Cliente de Maior Valor;86001;2023
5;Cliente Grande Transacional;1585;2023
5;Cliente Grande Transacional;123820;2023
1;Cliente de Maior Valor;87619;2023
2;Super Cliente;67895;2023
2;Super Cliente;63849;2023
2;Super Cliente;44053;2023
2;Super Cliente;26429;2023
2;Super Cliente;106197;2023
1;Cliente de Maior Valor;131332;2023
5;Cliente Grande Transacional;3992;2023
2;Super Cliente;92488;2023
2;Super Cliente;77163;2023
5;Cliente Grande Transacional;128657;2023
2;Super Cliente;158469;2023
2;Super Cliente;83323;2023
1;Cliente de Maior Valor;68566;2023
1;Cliente de Maior Valor;7494;2023
2;Super Cliente;115477;2023
5;Cliente Grande Transacional;175742;2023
2;Super Cliente;56791;2023
2;Super Cliente;79455;2023
1;Cliente de Maior Valor;85565;2023
5;Cliente Grande Transacional;158775;2023
2;Super Cliente;2908;2023
1;Cliente de Maior Valor;111264;2023
2;Super Cliente;6854;2023
2;Super Cliente;58828;2023
2;Super Cliente;91815;2023
2;Super Cliente;47575;2023
2;Super Cliente;3430;2023
1;Cliente de Maior Valor;6874;2023
1;Cliente de Maior Valor;56694;2023
2;Super Cliente;339;2023
2;Super Cliente;86965;2023
1;Cliente de Maior Valor;133618;2023
2;Super Cliente;50222;2023
2;Super Cliente;91481;2023
1;Cliente de Maior Valor;88109;2023
1;Cliente de Maior Valor;132813;2023
5;Cliente Grande Transacional;108040;2023
5;Cliente Grande Transacional;12333;2023
2;Super Cliente;50971;2023
1;Cliente de Maior Valor;12815;2023
2;Super Cliente;152884;2023
2;Super Cliente;3896;2023
2;Super Cliente;80131;2023
1;Cliente de Maior Valor;6866;2023
2;Super Cliente;81957;2023
2;Super Cliente;75010;2023
2;Super Cliente;24604;2023
2;Super Cliente;19675;2023
5;Cliente Grande Transacional;185295;2023
1;Cliente de Maior Valor;47443;2023
2;Super Cliente;15456;2023
2;Super Cliente;92478;2023
2;Super Cliente;30202;2023
2;Super Cliente;13592;2023
2;Super Cliente;96501;2023
2;Super Cliente;10053;2023
2;Super Cliente;93733;2023
2;Super Cliente;16843;2023
2;Super Cliente;49104;2023
2;Super Cliente;15786;2023
1;Cliente de Maior Valor;30815;2023
2;Super Cliente;9996;2023
5;Cliente Grande Transacional;53346;2023
1;Cliente de Maior Valor;2808;2023
2;Super Cliente;22248;2023
2;Super Cliente;84047;2023
2;Super Cliente;1193;2023
2;Super Cliente;66982;2023
2;Super Cliente;107705;2023
5;Cliente Grande Transacional;90476;2023
5;Cliente Grande Transacional;27676;2023
2;Super Cliente;65540;2023
2;Super Cliente;171505;2023
2;Super Cliente;47584;2023
2;Super Cliente;78408;2023
1;Cliente de Maior Valor;80205;2023
2;Super Cliente;38474;2023
2;Super Cliente;8903;2023
2;Super Cliente;187672;2023
2;Super Cliente;75358;2023
5;Cliente Grande Transacional;96854;2023
2;Super Cliente;90758;2023
1;Cliente de Maior Valor;86301;2023
2;Super Cliente;76905;2023
1;Cliente de Maior Valor;78794;2023
1;Cliente de Maior Valor;75702;2023
5;Cliente Grande Transacional;76838;2023
2;Super Cliente;11262;2023
2;Super Cliente;93720;2023
1;Cliente de Maior Valor;136331;2023
2;Super Cliente;138076;2023
1;Cliente de Maior Valor;26589;2023
1;Cliente de Maior Valor;124191;2023
1;Cliente de Maior Valor;138922;2023
1;Cliente de Maior Valor;7575;2023
5;Cliente Grande Transacional;131005;2023
5;Cliente Grande Transacional;87497;2023
2;Super Cliente;504;2023
2;Super Cliente;91574;2023
5;Cliente Grande Transacional;14418;2023
5;Cliente Grande Transacional;67074;2023
1;Cliente de Maior Valor;76779;2023
5;Cliente Grande Transacional;74110;2023
1;Cliente de Maior Valor;30316;2023
2;Super Cliente;53945;2023
2;Super Cliente;97262;2023
1;Cliente de Maior Valor;70130;2023
2;Super Cliente;200045;2023
2;Super Cliente;46697;2023
1;Cliente de Maior Valor;83085;2023
2;Super Cliente;90502;2023
5;Cliente Grande Transacional;79582;2023
2;Super Cliente;85996;2023
2;Super Cliente;32750;2023
1;Cliente de Maior Valor;49912;2023
5;Cliente Grande Transacional;68358;2023
2;Super Cliente;14650;2023
2;Super Cliente;9846;2023
5;Cliente Grande Transacional;30861;2023
5;Cliente Grande Transacional;80483;2023
1;Cliente de Maior Valor;36099;2023
2;Super Cliente;13487;2023
5;Cliente Grande Transacional;5324;2023
1;Cliente de Maior Valor;21175;2023
5;Cliente Grande Transacional;79824;2023
2;Super Cliente;36880;2023
1;Cliente de Maior Valor;127356;2023
5;Cliente Grande Transacional;57671;2023
2;Super Cliente;27460;2023
2;Super Cliente;69672;2023
2;Super Cliente;157789;2023
2;Super Cliente;40146;2023
2;Super Cliente;95148;2023
2;Super Cliente;15202;2023
1;Cliente de Maior Valor;46731;2023
2;Super Cliente;160175;2023
2;Super Cliente;1769;2023
2;Super Cliente;21435;2023
1;Cliente de Maior Valor;169101;2023
1;Cliente de Maior Valor;159458;2023
1;Cliente de Maior Valor;53603;2023
5;Cliente Grande Transacional;194601;2023
2;Super Cliente;15346;2023
2;Super Cliente;84323;2023
2;Super Cliente;7608;2023
5;Cliente Grande Transacional;86103;2023
1;Cliente de Maior Valor;187450;2023
2;Super Cliente;18924;2023
1;Cliente de Maior Valor;80311;2023
2;Super Cliente;62492;2023
2;Super Cliente;28976;2023
1;Cliente de Maior Valor;97258;2023
2;Super Cliente;135214;2023
2;Super Cliente;155308;2023
1;Cliente de Maior Valor;159888;2023
1;Cliente de Maior Valor;76553;2023
2;Super Cliente;719;2023
2;Super Cliente;150500;2023
1;Cliente de Maior Valor;3967;2023
2;Super Cliente;5194;2023
2;Super Cliente;7205;2023
2;Super Cliente;79132;2023
5;Cliente Grande Transacional;41298;2023
1;Cliente de Maior Valor;74593;2023
2;Super Cliente;33484;2023
2;Super Cliente;190895;2023
2;Super Cliente;37545;2023
1;Cliente de Maior Valor;87710;2023
2;Super Cliente;34817;2023
1;Cliente de Maior Valor;7605;2023
5;Cliente Grande Transacional;65277;2023
5;Cliente Grande Transacional;154555;2023
1;Cliente de Maior Valor;98252;2023
5;Cliente Grande Transacional;2528;2023
5;Cliente Grande Transacional;32144;2023
5;Cliente Grande Transacional;2589;2023
2;Super Cliente;23049;2023
2;Super Cliente;14848;2023
2;Super Cliente;3096;2023
1;Cliente de Maior Valor;163227;2023
2;Super Cliente;105588;2023
5;Cliente Grande Transacional;13952;2023
2;Super Cliente;56684;2023
2;Super Cliente;12100;2023
2;Super Cliente;79432;2023
1;Cliente de Maior Valor;14783;2023
1;Cliente de Maior Valor;59531;2023
2;Super Cliente;76644;2023
2;Super Cliente;132817;2023
1;Cliente de Maior Valor;42013;2023
5;Cliente Grande Transacional;85967;2023
2;Super Cliente;123503;2023
2;Super Cliente;57225;2023
2;Super Cliente;55923;2023
5;Cliente Grande Transacional;132491;2023
2;Super Cliente;64602;2023
5;Cliente Grande Transacional;130059;2023
1;Cliente de Maior Valor;35606;2023
2;Super Cliente;1207;2023
1;Cliente de Maior Valor;63334;2023
2;Super Cliente;77744;2023
1;Cliente de Maior Valor;13384;2023
2;Super Cliente;11431;2023
5;Cliente Grande Transacional;20408;2023
1;Cliente de Maior Valor;20414;2023
5;Cliente Grande Transacional;168451;2023
2;Super Cliente;145935;2023
1;Cliente de Maior Valor;97149;2023
5;Cliente Grande Transacional;15780;2023
2;Super Cliente;130849;2023
2;Super Cliente;72636;2023
2;Super Cliente;97392;2023
5;Cliente Grande Transacional;91889;2023
1;Cliente de Maior Valor;40999;2023
1;Cliente de Maior Valor;84097;2023
1;Cliente de Maior Valor;3137;2023
1;Cliente de Maior Valor;27399;2023
5;Cliente Grande Transacional;92237;2023
2;Super Cliente;86166;2023
2;Super Cliente;65914;2023
1;Cliente de Maior Valor;121744;2023
2;Super Cliente;80135;2023
2;Super Cliente;13646;2023
2;Super Cliente;48958;2023
1;Cliente de Maior Valor;90571;2023
5;Cliente Grande Transacional;10919;2023
2;Super Cliente;22723;2023
1;Cliente de Maior Valor;68390;2023
5;Cliente Grande Transacional;192629;2023
5;Cliente Grande Transacional;88790;2023
1;Cliente de Maior Valor;8874;2023
1;Cliente de Maior Valor;36879;2023
1;Cliente de Maior Valor;8928;2023
2;Super Cliente;15864;2023
5;Cliente Grande Transacional;65345;2023
2;Super Cliente;57936;2023
2;Super Cliente;55107;2023
2;Super Cliente;75551;2023
2;Super Cliente;194486;2023
2;Super Cliente;75420;2023
2;Super Cliente;84454;2023
2;Super Cliente;83888;2023
2;Super Cliente;1129;2023
1;Cliente de Maior Valor;130790;2023
1;Cliente de Maior Valor;55639;2023
2;Super Cliente;24368;2023
1;Cliente de Maior Valor;18666;2023
5;Cliente Grande Transacional;94022;2023
2;Super Cliente;49978;2023
2;Super Cliente;63410;2023
5;Cliente Grande Transacional;205252;2023
2;Super Cliente;25451;2023
2;Super Cliente;95189;2023
2;Super Cliente;14516;2023
5;Cliente Grande Transacional;91462;2023
1;Cliente de Maior Valor;60036;2023
5;Cliente Grande Transacional;44272;2023
2;Super Cliente;131136;2023
2;Super Cliente;84003;2023
2;Super Cliente;85039;2023
2;Super Cliente;86599;2023
1;Cliente de Maior Valor;71232;2023
2;Super Cliente;40405;2023
2;Super Cliente;13563;2023
1;Cliente de Maior Valor;5439;2023
2;Super Cliente;198628;2023
5;Cliente Grande Transacional;15697;2023
2;Super Cliente;15959;2023
5;Cliente Grande Transacional;168689;2023
2;Super Cliente;3442;2023
2;Super Cliente;196209;2023
1;Cliente de Maior Valor;115799;2023
2;Super Cliente;47565;2023
2;Super Cliente;198896;2023
1;Cliente de Maior Valor;56469;2023
1;Cliente de Maior Valor;30353;2023
2;Super Cliente;85927;2023
1;Cliente de Maior Valor;122159;2023
5;Cliente Grande Transacional;65856;2023
5;Cliente Grande Transacional;128144;2023
2;Super Cliente;34768;2023
2;Super Cliente;66884;2023
5;Cliente Grande Transacional;30938;2023
2;Super Cliente;176382;2023
2;Super Cliente;182280;2023
2;Super Cliente;82794;2023
2;Super Cliente;27369;2023
5;Cliente Grande Transacional;46401;2023
5;Cliente Grande Transacional;60843;2023
2;Super Cliente;161907;2023
1;Cliente de Maior Valor;5791;2023
1;Cliente de Maior Valor;1079;2023
1;Cliente de Maior Valor;37663;2023
1;Cliente de Maior Valor;173792;2023
5;Cliente Grande Transacional;14335;2023
1;Cliente de Maior Valor;1045;2023
1;Cliente de Maior Valor;6587;2023
2;Super Cliente;67036;2023
2;Super Cliente;95247;2023
5;Cliente Grande Transacional;82087;2023
2;Super Cliente;172324;2023
2;Super Cliente;7412;2023
5;Cliente Grande Transacional;9013;2023
1;Cliente de Maior Valor;27297;2023
1;Cliente de Maior Valor;64664;2023
2;Super Cliente;93645;2023
1;Cliente de Maior Valor;195403;2023
5;Cliente Grande Transacional;168660;2023
1;Cliente de Maior Valor;21464;2023
2;Super Cliente;94579;2023
2;Super Cliente;13509;2023
5;Cliente Grande Transacional;187926;2023
2;Super Cliente;81467;2023
1;Cliente de Maior Valor;90500;2023
1;Cliente de Maior Valor;163530;2023
2;Super Cliente;86797;2023
1;Cliente de Maior Valor;90380;2023
2;Super Cliente;36675;2023
1;Cliente de Maior Valor;12957;2023
5;Cliente Grande Transacional;4566;2023
2;Super Cliente;91696;2023
2;Super Cliente;57656;2023
5;Cliente Grande Transacional;37870;2023
2;Super Cliente;163157;2023
2;Super Cliente;73370;2023
2;Super Cliente;26294;2023
5;Cliente Grande Transacional;87334;2023
2;Super Cliente;13493;2023
1;Cliente de Maior Valor;17287;2023
1;Cliente de Maior Valor;74157;2023
2;Super Cliente;40258;2023
5;Cliente Grande Transacional;194269;2023
1;Cliente de Maior Valor;11855;2023
1;Cliente de Maior Valor;91052;2023
2;Super Cliente;85975;2023
1;Cliente de Maior Valor;197493;2023
1;Cliente de Maior Valor;59041;2023
5;Cliente Grande Transacional;15508;2023
1;Cliente de Maior Valor;74190;2023
2;Super Cliente;91447;2023
1;Cliente de Maior Valor;37023;2023
2;Super Cliente;117495;2023
1;Cliente de Maior Valor;29414;2023
2;Super Cliente;4631;2023
2;Super Cliente;6953;2023
1;Cliente de Maior Valor;5803;2023
5;Cliente Grande Transacional;137213;2023
2;Super Cliente;36114;2023
1;Cliente de Maior Valor;3760;2023
1;Cliente de Maior Valor;87601;2023
5;Cliente Grande Transacional;159078;2023
2;Super Cliente;98434;2023
2;Super Cliente;29434;2023
2;Super Cliente;123910;2023
2;Super Cliente;38861;2023
5;Cliente Grande Transacional;25163;2023
5;Cliente Grande Transacional;4197;2023
5;Cliente Grande Transacional;10177;2023
2;Super Cliente;95431;2023
2;Super Cliente;15464;2023
2;Super Cliente;44031;2023
2;Super Cliente;85416;2023
2;Super Cliente;28663;2023
2;Super Cliente;27366;2023
2;Super Cliente;71531;2023
1;Cliente de Maior Valor;17862;2023
1;Cliente de Maior Valor;29231;2023
5;Cliente Grande Transacional;193604;2023
1;Cliente de Maior Valor;100799;2023
2;Super Cliente;88029;2023
2;Super Cliente;1896;2023
1;Cliente de Maior Valor;186851;2023
2;Super Cliente;66629;2023
5;Cliente Grande Transacional;164520;2023
5;Cliente Grande Transacional;152402;2023
